acc,epoch,loss,nfe,step
0.203125,0,0.8267344832420349,318.0,49
0.21875,0,0.7677616477012634,789.0,99
0.15625,0,0.7246530055999756,1361.0,149
0.125,1,0.7127084136009216,1996.0,199
0.25,1,0.7044264078140259,2687.0,249
0.390625,1,0.6953720450401306,3421.0,299
0.46875,2,0.6847243905067444,4171.0,349
0.4375,2,0.6851575970649719,4924.0,399
0.46875,2,0.6664689183235168,5673.0,449
