acc,epoch,loss,nfe,step
0.109375,0,0.8275324702262878,315.0,49
0.3125,0,0.7294492721557617,767.0,99
0.453125,0,0.6683057546615601,1267.0,149
0.546875,1,0.6484999060630798,1755.0,199
0.59375,1,0.5497506856918335,2221.0,249
0.734375,1,0.4307580292224884,2761.0,299
