acc,epoch,loss,nfe,step
0.078125,0,0.8805175423622131,700.0,49
0.046875,0,0.777507483959198,1424.0,99
0.296875,0,0.7259003520011902,2424.0,149
0.5,1,0.674018383026123,3424.0,199
0.4375,1,0.6789107322692871,4430.0,249
0.515625,1,0.6301093101501465,5592.0,299
0.59375,2,0.5752416253089905,6592.0,349
0.75,2,0.4337242841720581,7700.0,399
0.921875,2,0.2111780345439911,9216.0,449
