acc,epoch,loss,nfe,step
0.21875,0,0.8820894956588745,700.0,49
0.234375,0,0.7635307312011719,1460.0,99
0.125,0,0.7348284125328064,2460.0,149
0.109375,1,0.7159348130226135,3460.0,199
0.1875,1,0.707298755645752,4460.0,249
0.296875,1,0.7002838850021362,5694.0,299
0.375,2,0.6974572539329529,6994.0,349
0.4375,2,0.6772644519805908,8294.0,399
0.453125,2,0.6620510220527649,9594.0,449
