epoch,loss,step
0,0.8803209066390991,49
0,0.8044416904449463,99
0,0.7231914401054382,149
1,0.6963650584220886,199
1,0.696880042552948,249
1,0.6062321662902832,299
2,0.574390172958374,349
2,0.4875244200229645,399
2,0.3158772885799408,449
