acc,epoch,loss,nfe,step
0.15625,0,0.8052931427955627,700.0,49
0.171875,0,0.7365396022796631,1634.0,99
0.3125,0,0.713436484336853,2634.0,149
0.375,1,0.7067722082138062,3634.0,199
0.515625,1,0.7054122686386108,4784.0,249
0.578125,1,0.698050856590271,6084.0,299
0.59375,2,0.6856274604797363,7384.0,349
0.765625,2,0.6407314538955688,8606.0,399
0.78125,2,0.5112656354904175,9630.0,449
