acc,epoch,loss,nfe,step
0.125,0,0.8662549257278442,700.0,49
0.234375,0,0.743834912776947,1454.0,99
0.5,0,0.6816233396530151,2496.0,149
0.578125,1,0.651459276676178,3712.0,199
0.59375,1,0.5893118977546692,4712.0,249
0.734375,1,0.4843752384185791,5790.0,299
0.84375,2,0.35599786043167114,7324.0,349
0.90625,2,0.24011242389678955,8624.0,399
0.984375,2,0.05865103751420975,10038.0,449
