epoch,loss,step
0,0.8760291337966919,49
0,0.7575640678405762,99
0,0.7111084461212158,149
1,0.6702628135681152,199
1,0.6220241189002991,249
1,0.5209414958953857,299
2,0.4686199724674225,349
2,0.28853172063827515,399
2,0.05795825645327568,449
