acc,epoch,loss,nfe,step
0.15625,0,0.8279639482498169,343.0,49
0.265625,0,0.7242810130119324,839.0,99
0.46875,0,0.6985927820205688,1420.0,149
0.53125,1,0.6724535822868347,2059.0,199
0.5,1,0.6589741706848145,2709.0,249
0.671875,1,0.5426590442657471,3313.0,299
0.6875,2,0.522302508354187,3821.0,349
0.78125,2,0.4039047360420227,4381.0,399
0.890625,2,0.26822441816329956,5063.0,449
