epoch,loss,step
0,0.8249512910842896,49
0,0.7338775396347046,99
0,0.6905354857444763,149
1,0.6873093843460083,199
1,0.6563396453857422,249
1,0.5108710527420044,299
2,0.4550873935222626,349
2,0.2716154158115387,399
2,0.07515927404165268,449
3,0.034379638731479645,499
3,0.0203531663864851,549
3,0.010469685308635235,599
4,0.012950313277542591,649
4,0.007339408155530691,699
4,0.007888149470090866,749
