acc,epoch,loss,nfe,step
0.140625,0,0.8237044811248779,351.0,49
0.234375,0,0.7348602414131165,835.0,99
0.34375,0,0.7080696821212769,1388.0,149
0.46875,1,0.6636272668838501,1973.0,199
0.515625,1,0.6371994614601135,2493.0,249
0.609375,1,0.5471895933151245,3011.0,299
0.75,2,0.39429885149002075,3615.0,349
0.96875,2,0.14315636456012726,4334.0,399
1.0,2,0.04062550142407417,5116.0,449
